,name,gender,follower_count,voteup_count,comment_count,url,content
237,知乎用户,1,10,0,1,https://www.zhihu.com/api/v4/answers/1724737044,<p>现阶段国内所有的矛盾，只要把美国的肉撕下来一部分就能妥善安排。所以还是对外掠夺重要</p>
238,龙组组长,-1,14,2,4,https://www.zhihu.com/api/v4/answers/2027900480,"<p>民族主义对于任何国家的发展肯定是坏的，这一点毋庸置疑。为什么这么说呢？因为一个“民族”里一定是1%的精英和99%的垃圾。而这些人被个别别有用心的人用“民族”这个概念绑定在一起，导致精英之间不能有效协作。而民族是个什么东西？我长得像你我们就是同一个民族？我和你说一样的话我们就是同一个民族？可是两个思维不同的人，哪怕讲得话每一个字都一样，连在一起也完全听不懂彼此的意思。而且民族主义者脑海中有一个非常可笑的思维方式。当他们说中国人是最优秀的民族时，他们脑海中跳出来的是这两张图片。</p><figure data-size=""normal""><noscript><img src=""https://pic1.zhimg.com/50/v2-d11f002620fa87effb86085ed4ddf1c9_720w.jpg?source=1940ef5c"" data-caption="""" data-size=""normal"" data-rawwidth=""612"" data-rawheight=""408"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-71f46b2ce7779d396c88dc67062993c6_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""612"" data-original=""https://pic3.zhimg.com/v2-d11f002620fa87effb86085ed4ddf1c9_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;612&#39; height=&#39;408&#39;&gt;&lt;/svg&gt;"" data-caption="""" data-size=""normal"" data-rawwidth=""612"" data-rawheight=""408"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-71f46b2ce7779d396c88dc67062993c6_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""612"" data-original=""https://pic3.zhimg.com/v2-d11f002620fa87effb86085ed4ddf1c9_r.jpg?source=1940ef5c"" data-actualsrc=""https://pic1.zhimg.com/50/v2-d11f002620fa87effb86085ed4ddf1c9_720w.jpg?source=1940ef5c""/></figure><figure data-size=""normal""><noscript><img src=""https://pic4.zhimg.com/50/v2-b2effe7bef8bf99ea88db366ba999974_720w.jpg?source=1940ef5c"" data-caption="""" data-size=""normal"" data-rawwidth=""2048"" data-rawheight=""1152"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-b4cb49ec55a394e327187bbdb4a6443a_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""2048"" data-original=""https://pic1.zhimg.com/v2-b2effe7bef8bf99ea88db366ba999974_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;2048&#39; height=&#39;1152&#39;&gt;&lt;/svg&gt;"" data-caption="""" data-size=""normal"" data-rawwidth=""2048"" data-rawheight=""1152"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-b4cb49ec55a394e327187bbdb4a6443a_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""2048"" data-original=""https://pic1.zhimg.com/v2-b2effe7bef8bf99ea88db366ba999974_r.jpg?source=1940ef5c"" data-actualsrc=""https://pic4.zhimg.com/50/v2-b2effe7bef8bf99ea88db366ba999974_720w.jpg?source=1940ef5c""/></figure><p>但是实际上我们在生活中见到的多数人更符合这张图片。</p><figure data-size=""normal""><noscript><img src=""https://pica.zhimg.com/50/v2-621af277d62e216ebb64a1c816eb9d97_720w.jpg?source=1940ef5c"" data-caption="""" data-size=""normal"" data-rawwidth=""498"" data-rawheight=""640"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-6d6b72bef24f1c0f58f34fdbe5e85382_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""498"" data-original=""https://pic1.zhimg.com/v2-621af277d62e216ebb64a1c816eb9d97_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;498&#39; height=&#39;640&#39;&gt;&lt;/svg&gt;"" data-caption="""" data-size=""normal"" data-rawwidth=""498"" data-rawheight=""640"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-6d6b72bef24f1c0f58f34fdbe5e85382_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""498"" data-original=""https://pic1.zhimg.com/v2-621af277d62e216ebb64a1c816eb9d97_r.jpg?source=1940ef5c"" data-actualsrc=""https://pica.zhimg.com/50/v2-621af277d62e216ebb64a1c816eb9d97_720w.jpg?source=1940ef5c""/></figure><p>甚至还有一部分这样的人。</p><figure data-size=""normal""><noscript><img src=""https://pica.zhimg.com/50/v2-4b25b9a0d31fd1b53cd5157f84145a44_720w.jpg?source=1940ef5c"" data-caption="""" data-size=""normal"" data-rawwidth=""748"" data-rawheight=""390"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-7d727d619148fcb13889ceaf231ce08f_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""748"" data-original=""https://pic1.zhimg.com/v2-4b25b9a0d31fd1b53cd5157f84145a44_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;748&#39; height=&#39;390&#39;&gt;&lt;/svg&gt;"" data-caption="""" data-size=""normal"" data-rawwidth=""748"" data-rawheight=""390"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-7d727d619148fcb13889ceaf231ce08f_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""748"" data-original=""https://pic1.zhimg.com/v2-4b25b9a0d31fd1b53cd5157f84145a44_r.jpg?source=1940ef5c"" data-actualsrc=""https://pica.zhimg.com/50/v2-4b25b9a0d31fd1b53cd5157f84145a44_720w.jpg?source=1940ef5c""/></figure><p>所以当这些民族主义者说中国人是最优秀的民族时，他们已经在脑海中自动把符合后两张图片的中国人全部都开除了。更可笑的是就算他们是后两张图的人，他们也会把自己归类为前两类。可实际上后两张图才是多数中国人的现状。由此看来，这些民族主义者是不是很有趣呢？</p>"
239,友善的村民,1,670,0,0,https://www.zhihu.com/api/v4/answers/1473786925,<p>民族主义这东西就像是没有替代品的对肝功能有一点点损害的救命药。</p><p>吃了确实伤身，不吃，“皆且为所虏”</p>
240,绿洲,1,6,3,2,https://www.zhihu.com/api/v4/answers/1852160119,"<p>前排提示：会有大幅内容跑题。</p><p>利益相关：新教材高一学生使用者。</p><p><b>政治一定是用的上的。</b>但笔者却不得不认为现存<b>政治（政治认同部分）存在教材与教学僵化的现象。</b></p><p>如果培养中学生民族主义仅仅通过大而空的直接得出诸如四个自信的结论</p><p>或是像如下这样<b>踩一捧一进行论证而不进行严谨逻辑论证</b>是很难得到站得住脚的结论从而建立深而长远的民族自信的。</p><figure data-size=""normal""><noscript><img src=""https://pic2.zhimg.com/50/v2-9240d803f26ee8eb0c9e636d5d3b71be_720w.jpg?source=1940ef5c"" data-rawwidth=""1080"" data-rawheight=""544"" data-size=""normal"" data-caption="""" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-6d2a4255c41a6b30f479767410220c54_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1080"" data-original=""https://pic2.zhimg.com/v2-9240d803f26ee8eb0c9e636d5d3b71be_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;1080&#39; height=&#39;544&#39;&gt;&lt;/svg&gt;"" data-rawwidth=""1080"" data-rawheight=""544"" data-size=""normal"" data-caption="""" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-6d2a4255c41a6b30f479767410220c54_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""1080"" data-original=""https://pic2.zhimg.com/v2-9240d803f26ee8eb0c9e636d5d3b71be_r.jpg?source=1940ef5c"" data-actualsrc=""https://pic2.zhimg.com/50/v2-9240d803f26ee8eb0c9e636d5d3b71be_720w.jpg?source=1940ef5c""/></figure><p>另一个问题是当下新教材似乎并未对祖国问题得到一个体现或留给中学生思考国内更多的矛盾最后得出解决思路指明方向的余地。</p><p>例如集中力量办大事没有弊端吗？那早先迅速发展导致当下各行业红利被吃干抹净导致严重内卷又是如何产生呢？阶级固化问题已经如此严重为何教科书还是坚持共同富裕或是<b>先富带后富看似合理实则站不住脚的说法？</b>政治或许是强调双刃剑的一门学科，但我并未看到教科书对各类矛盾进行<b>深入</b>论证而是简而概括为：人民日益增长的物质文化需要同落后的社会生产之间的<i>矛盾。</i></p><p class=""ztext-empty-paragraph""><br/></p><p><b>民族自信从来不是靠强输硬灌，而是人民的深切感受形成的认同感。</b></p>"
241,程昱森,-1,275,0,1,https://www.zhihu.com/api/v4/answers/1512604639,<p>中华民族的国家主义？还是大汉族主义？还是地方民族主义？？</p><p>好多以前唱衰中华民族构建失败的。让我看不懂了。</p><p></p>
242,春树,1,21369,15,0,https://www.zhihu.com/api/v4/answers/1592340613,<p>理性不足，任何主义都是一帮人跟着起哄，最后演变成打砸抢</p>
243,匿名用户,1,0,6,0,https://www.zhihu.com/api/v4/answers/1407929402,<p>知乎有一种现象，就是只要有中国人发了个关于米国的假新闻，不管这新闻是大是小，都有一堆人出来辟谣顺带嘲讽的，但是我从未见过有quora上有规模的纯外国人替中国辟谣的，即便他们关于中国的假新闻都离谱到日常了。我有时候会疑惑为什么这些人会因为这种事紧张高潮，我现在能想到的解释只有他们是买办或者其他极端民族主义者或者恨国党，因为他们的行为和我们的极端民族主义者完全一样，只是喜欢维护和攻击的主体不一样而已。</p><p>公知会被排斥，是因为他们从人种血统文化社会体质历史饮食几乎所有所有方面无底线无节制甚至不惜用一些非常没有逻辑的谎言来贬低攻击我们，所以那些反公知的人很多都是用公知的话怼公知。原本中国官方自己就说反民族主义，但是因为公知以及各种逆民还有其他极端民族主义过于只攻击反对我们的民族主义，所以反而让我们很多人对民族主义产生亲近感。</p><p><b>举个最简单的例子，狼图腾的这书是典型宣扬极端民族主义攻击我们，所以他们支持，而当我们宣扬狼性的时候是把他们的话术转化为自己为主体的时候他们就反对。</b></p><p>见过太多说自己理中客国际主义但是还能强行给他们理应反对的极端民族主义的洗地，说什么只是观点，但是我每次反向带入都能说如果把这话是我们说其他人，你还敢说只是观点？，怕直接就喊纳粹了。</p>
244,勃艮第养鸡大王,1,120,2,1,https://www.zhihu.com/api/v4/answers/1410431407,<p>不是中国是否需要民族主义，而是汉族需要民族主义。没有民族主义的后果是什么？别的不说，就说新江漆舞，前一秒还是你的邻居，朋友，下一秒翻脸就砍你，而绝大多数汉族人呢，就知道赚钱，赚钱，没有一点这方面的危机意识，一旦出了什么事就。。。。。。在民族杂居地区，异族民族意识强烈，汉族没有民族意识，无论从什么角度看都是必死的局啊。退一万步讲，民族主义对国家也是必要的，你说Nationality能没有Nation吗？就是这个道理。</p>
245,被承包的闪电,-1,27,2,0,https://www.zhihu.com/api/v4/answers/1718657090,<p>如果你是汉族，考公务员别人由于民族政策被优先录取，你儿子考大学被其他民族加分挤走，摆摊其他民族不用管理费，发生冲突刑法对少民法外开恩。</p><p>如果你是少民，网络上公开对你歧视发布仇恨言论，现实中其他人有色眼镜看你，当地警方对你严防死守，当地企业直接拒绝录取。</p><p>所以民族主义是坏事，应该取消民族识别，实现人人平等。 </p>
246,巴甫洛夫元帅,1,208,3,0,https://www.zhihu.com/api/v4/answers/1861470811,<p>中国一直搞得是爱国主义，只不过中国国和族没什么区别，搞得好像中国在搞民族主义。最明显的一点，五十六个民族有京族、喀尔喀蒙古族、哈萨克族……中国有对这些国家进行领土索取吗？欧洲真的有因为某些地方某些族裔过多作为土地声索依据，比如法国、德国、意大利。中国也并没有让海外华人去到处搞殖民、搞扩张，你这一顶帽子扣的，自己觉得合理吗？</p><p>你们要是说爱国主义不正确，那有什么好说的，你去到国际上问一下，哪个国家不强调爱国？想卖国就直说，非要找一大堆理由给自己脸上贴金，生怕自己卖国名声 不好听。</p>
247,李先森有翅膀,1,67,159,46,https://www.zhihu.com/api/v4/answers/1642266170,"<p>今天是西元2020年12月25日，西方基督教的圣诞节。杭州湖滨银泰，人工雪，十米高的巨型圣诞树，沿街商铺张贴的圣诞海报...  文化入侵是一件很可怕的事，当一个外国的宗教节日引起大部分民众的狂欢，证明我们在这场民族对抗中输了。</p><p>但是，我们也有对策，“圣诞节，全球华人吃水饺”！只要全球华人养成在圣诞节吃水饺的习惯，并且不将圣诞节纳入法定节假日，不出三十年，就会让下一代年轻人将“圣诞节”和“中国”相联系。就像在李小龙和成龙的影响下，外国人都以为中国人会功夫。</p><figure data-size=""normal""><noscript><img src=""https://pic3.zhimg.com/50/v2-500950d5451e1e257a38e8e2756a14c1_720w.jpg?source=1940ef5c"" data-rawwidth=""828"" data-rawheight=""369"" data-size=""normal"" data-default-watermark-src=""https://pic3.zhimg.com/50/v2-052df0a558664c0c0155ecdbdf7ed7be_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""828"" data-original=""https://pic3.zhimg.com/v2-500950d5451e1e257a38e8e2756a14c1_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;828&#39; height=&#39;369&#39;&gt;&lt;/svg&gt;"" data-rawwidth=""828"" data-rawheight=""369"" data-size=""normal"" data-default-watermark-src=""https://pic3.zhimg.com/50/v2-052df0a558664c0c0155ecdbdf7ed7be_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""828"" data-original=""https://pic3.zhimg.com/v2-500950d5451e1e257a38e8e2756a14c1_r.jpg?source=1940ef5c"" data-actualsrc=""https://pic3.zhimg.com/50/v2-500950d5451e1e257a38e8e2756a14c1_720w.jpg?source=1940ef5c""/></figure><p class=""ztext-empty-paragraph""><br/></p><hr/><p class=""ztext-empty-paragraph""><br/></p><p>我认为不仅不要遏制，还要大力支持，大力发展。</p><p>以排外为主的民族主义情绪，这玩意在一个国家崛起时是鸡血，在崛起后是毒药。</p><p>所以只要中国的综合国力没有站在世界第一的位置，民族主义就应该被允许存在，反美情绪也应该被默许。</p><p class=""ztext-empty-paragraph""><br/></p><p>但是随着国力的提升，民族主义也应逐渐接受约束，否则会引起身后的国家的群起而攻。这个时候应该采取拉拢的态度，侵蚀他们的文化、经济，夺走他们的民族凝聚力，瓦解他们的联盟，削弱他们的敌意。</p><p>经过数十年甚至数百年的蚕食，到最后，使他们认可我们的“好意”，青睐我们的文化，崇拜我们的民族。这时，民族主义已经成为裹着文化融合与人种混血的外衣，达到了最终的目的。</p><p class=""ztext-empty-paragraph""><br/></p><p>由此可见，民族主义的最高形式不是单纯的排外，而是包含“”政治影响、经济控制、文化融合”的软侵略。这也是我们应该发展的真正的“民族主义”。</p>"
248,小川,-1,17,2,0,https://www.zhihu.com/api/v4/answers/1720095447,<p>当然是好的，没有民族主义早就分裂了。</p><p>国际主义就是扯淡，搞国际主义的国家基本都死了，现在就剩一个美国，内部也开始撕裂的一塌糊涂，离解体不远了。</p>
249,西利诺夫,1,108,9,0,https://www.zhihu.com/api/v4/answers/1488178109,<p>总体而言，我国现存的民族主义思潮可以分为两大类的六种——作为本体论的民族主义，包括公民民族主义、文化民族主义、封建伦理民族主义与种族主义；以及作为方法论的民族主义，包括封建法理民族主义与国家主义民族主义。首先，作为本体论的民族主义是将作为虚幻共同体的民族置于理论范式中心地位的民族主义思潮，而这样的民族主义思潮，尽管存在着政治哲学层面的结构性缺陷，却是相对易于考察的。就公民民族主义而言，它强调个体对于特定政治理念的认同决定其是否能够成为民族的一份子，这在实质上是继承自法国大革命的思想遗产，也是部分左翼出于各种原因相对欣赏的一种民族主义思潮，但不得不承认，公民民族主义在中国仍然未能真正步入市民社会。</p><p>文化民族主义可以被视为华夏世界观在现代性视域下的再阐述，强调对于“中华文化”的认同与“华夷之辩”的构建，然而我们不得不注意的是，定义“中华文化”的话语权目前被持退步主义立场的官僚集团与一部分非官方封建社会制度拥护者掌握，因此文化民族主义也正在同封建伦理民族主义合流。提到封建伦理民族主义，它的理论范式建立在封建制的血统传承是民族主义的合理性与合法性来源这一基础上，因此它在我国现实的市民社会中便建立起了一套“大汉族主义”与“汉族内部地域—血缘等级制”的政治话语体系，它在本质上毫无疑问是反对现代性与现代化的，这种封建伦理民族主义更多的是关于国内经济社会政治问题的本体论，而它在对外事务上体现为种族主义或作为不彻底的种族主义存在的沙文主义（与上文内容基本相同）。就种族主义而言，它与封建伦理民族主义在宏观的范式层面并没有质的区别，可以说它仅仅是封建伦理民族主义发展到极致的情况下在对外政策层面的溢出，并不能成为一种系统的政治思潮，但它的残缺反而塑造了其在反动层面的激进性，与封建伦理民族主义互补地形成了国内民族主义思潮不可忽视的一极——最为反动的一极。</p><p>那么，另外两种民族主义思潮，封建法理民族主义与国家主义民族主义，作为以方法论形式存在的民族主义思潮，在反现代性问题上并没有如同前述的民族主义思潮一样显著的（反动的）激进性与系统性，而是国家机器在民族主义领域工具理性的产物。封建法理民族主义在实际上是一种国际关系层面的观念，即“我国对实际控制与声索主权的领土基于政权法理传承的国际合法性”，而当这种方法论向世界观层面进行反向结构化时，它就非常易于滑向文化民族主义与封建伦理民族主义，从而建立起相对完备的文化民族主义—封建伦理民族主义—封建法理民族主义的民族主义理论共同体。国家主义民族主义则是对基于国家主义立场的民族主义工具理性的集中阐述，即民族主义思潮应当服务于国家机器维持及扩大权力的目的，而非阻碍这一目的的实现，再本质上它是国家机器与国家主义者对民族主义问题的解答，而非一种真正的民族主义思潮。</p><p>在对国内各种主要的民族主义思潮进行分析后，我们不难发现，民族主义思潮在实质上覆盖了当前国内政治的大半个政治光谱，并不存在一个统一的结构，而是一个非常庞杂的谱系，也正因此当我们在谈论“民族主义”时，我们必须要明确我们在谈论哪一种民族主义思潮或者哪几种民族主义思潮复合而成的结构，否则我们的同一个名词不可能既指涉一种相对进步的民族主义思潮又在同时指涉另一种与之相对的反动的民族主义思潮。也就是说，这一提问本身——“民族主义对于当今中国发展是好是坏”——是存在缺陷的，这一缺陷使得它无法得到一个真正有效的答案，很大程度上这也是本问题下诸多回答者吵得不可开交的一个重要原因——概念本身并未得到统一，鸡同鸭讲是十分正常的。</p><p>如果要我给出一个属于我个人的结论，那么作为一个社会进步的支持者与站在工农阶级一边的人，我对民族主义者一切促进社会进步的行动都没有偏见，但同样与任何对把我国的社会结构倒退前辛亥的封建制度、前共和国时代的半殖民地—半封建—半劣质资本主义制度的鼓吹势不两立。支持形形色色的民族主义的人们，对于你们来说，实践你们各自民族主义理念重要的不是口头的呼喊，而是行动，让所有人在行动中选择自己的营垒吧。</p>
250,淼川,-1,63,11,1,https://www.zhihu.com/api/v4/answers/1406703592,<p>我一向很反感“民族主义”这个词，倒不是因为它不好，而是这个词根本没有一个明确的概念界定。所以一旦在讨论中涉及到“民族主义”的时候，一百个人可能有一百个定义，最终会导致导论根本没有意义。</p><p>我们不妨先问自己这样一个问题：民族主义之于中国，是说哪个民族？或者这么问，如果我今天问你是哪个民族的，你会回答什么？<br/></p><p>中国有五十六个民族，这个“民族”的划定其实是基于文化和地理的，也就是基于语言、历史、习俗、聚居地等等这些因素来划分。据说当时新中国做民族统计的时候曾有几百个民族，特别是咱们的西南山区。隔一个山头，不同村的语言、习俗什么的就会出现差别。但是后来为了便于管理，我们把一些极其近似的族群合并成了一个民族。</p><p>所以说，在中文里的“民族”其实是一个文化概念。你再看孙中山的革命理论，早期是讲“驱除鞑虏”，到后来又讲“五族共荣”，其实就是在以文化来作为民族划定的标准，并不是一个政治概念。</p><p>而“民族主义”的“民族”又是指什么呢？这就涉及到近代欧洲的现代国家的产生。现代国家四大要素，领土、人口、政权、主权。在威斯特伐利亚体系建立以后，领土和主权的边界才正式确立下来，但是它又摧毁了过去一个国家政权是神权的基础，那么各个国家拿什么来确立自己的合法性地位呢？这个时候，“民族”这个概念就应运而生。在政治学里，根据欧洲近代民族国家的产生这一重要进程，寻求政治自决才是“民族”界定的边界。</p><p>具体来说，民族（nation）的基石是族群（ethnic）。当某一族群在政治上寻求政治自决，也就是从一个文化共同体转变为政治共同体的时候，这一族群就被称之为“民族”。我们以库尔德人为例，他们原本是分居在土叙边境地区，他们并没有尝试寻求独立，所以那个时候他们叫“ethnic”；但是后来，他们觉得自己的文化同国家里的其他族裔差别很大，而且觉得他们是被统治和压迫的，所以他们要建立自己的国家。此时，他们就不再是土耳其和叙利亚国内的的“ethnic”，而是一个“nation”。这就是民族国家（nation-state）的形成。</p><p>欧洲是第一波民族主义，后来的第三世界的民族主义和欧洲有差别但基本也是“族群寻求政治独立和自决，然后建立民族国家”这一基本路径。</p><p>而中国和欧洲那些小国不太一样。我们拿瑞士来说，它其实是有四个不同族群，你看现在瑞士有四个语言区也能知道，但是他们当初由于地理环境恶劣而不得不在一起合作由此形成了一个共同体，或者说他们如果分散成四个小国大概根本无法生存。而中国则完全不同，你看我们的新疆、西藏、内蒙（其实应该是内外蒙）完全抵得上一个国家，而他们在文化上和我们中原文化确实又有一些区别。所以你要说中国是一个“民族国家”实在是勉强，首先让他们认同和中原汉族是一个“民族”就够呛。就算是汉族，我们都能为豆花该吃咸还是甜吵起来，这还能成为一个“民族”？想象一下这个场景，你到国外去，一老外说：嘿，听说你们“中华”人是吃甜豆花的。然后结果你是一个咸党，你说这是不是十分吊诡。</p><p>事实上，中国的情况和美国、俄罗斯都有些类似。你看美国黑人、少数族裔和白人的关系，其实就是主体民族和少数民族的关系。你想想美利坚民族其实是什么人？早期的盎撒移民，他们才是美利坚人。黑人是被他们运来的，少数族裔是来美国打工的。俄罗斯也是类似，它的主体民族是东斯拉夫人构成的俄罗斯族，但是还有190多个少数民族，远东地区是他们“统治”的。</p><p>这也是为什么他们选择联邦，而我们也有少数民族自治制度。整体上就是因为人口的复杂和版图的辽阔使得我们没办法采用传统意义上的中央集权，只能在大一统的基础上增加地方权力。</p><p>回到“民族”这个概念，“中华民族”远没有“中国”具有共识性。就好像你在美国说“US”白人黑人都能认同；但你说American，白人能认同，但黑人得说他是African Amarican。你在中国说民族，大家一定想到的是汉族、满族等等。</p><p>所以，严格意义上来说，中国并不是一个真正意义上的民族国家。其实亨廷顿也说过，中国是一个伪装成国家的文明。你说到中国，大家就已经有认同感了，我们源远流长的历史、我们的汉字、汉语……这些“文明”其实就已经足够形成一个共同体。然而，由于历史上的某些原因，我们对于我们自己的历史、文化的遗产的认同度或者熟悉度并没有我们理应做到的那样。而我们的政权又是建立在革命夺权而不像西方是地主封建势力向资产阶级妥协，所以我们国家政权的合法性地位和政治凝聚力并没有那么强。只不过是新中国早期我们对于过去不久的耻辱还记忆犹新，我们对于未来的无限憧憬，再加上那个人的克里斯马人格使得那个时候的中国人民战斗力凝聚力空前高涨，是现在完全不能比的。所以我们后来会强调中华文化、强调中华民族伟大复兴，这也寄希望于“中华民族”能够增加13亿人的凝聚力和共识。然而这对于我们汉族而言很好理解，因为“中华”本身就是以汉族为主。但是少数民族呢？你讲发扬中华文化，维吾尔人想到的是啥？你说中华民族伟大复兴，蒙古人想的是啥？</p><p>实事求是地讲，隔壁莫老邪搞民族主义有优势，他有印度教在手上。我们要怎么搞？复兴儒道么？还是再搞个三纲五常？说白了，我们这压根儿算不上民族主义，不过是有一些民族情结的国家主义和爱国主义。</p><p>我们的这种民族情结是一种自发的行为，只要有外部入侵，就像人的免疫系统一样自然开始工作；而真正的民族主义是需要先自觉地构建出一个民族来，然后以这个建构的民族为边界向外扩张也好，对内清洗也好，总之就是“维持民族强盛和纯净”。</p><p>中国，一来不需要这种“民族主义”，二来这种“民族主义”也不是是蛮好东西，能用一时但容易反噬，参照隔壁阿三。所以啊，我们搞好马克思主义基本理论的教育，搞好爱国主义教育，把我党现在的合法性和权威搞上去，远比搞“民族主义”好用。</p><p>你多抓几个贪官，让中国人民多拿点工资福利，远比搞民族建构来的快，也更有价值。</p><p>至于对付国内那些跪舔洋人的公知，也不太需要民族主义，你看看现在欧美发生的事情，哪一件不能拿来打他们的脸？事实远比xx主义要好用多了。</p>
